id,sentiment
Can watch this movie one time.,movie
one time watch,movie
"""r journey. They prepare for D-day at Wilfred's rooming house in Krakow. Lodged one floor above the other, the simpletons discover that they more inclined to be friends than foes. And that's where their moral dilemma actually starts. The charming bartender (Jaqueline) at the lodge is also someone the two of them take a shine to. Songs are sung and merriment is had, giving this satire the required light-hearted touch. The director, who wishes to depict the futility o""",movie
"""Awesome movie, every person must watch it :) but with a lighter heart .. dont take it personally""",movie
Why do peopel make such movie,movie
Food for thought without much emotional turbulence,movie
no.. the basic primise falls when they include religions and particularly Hindu religion for suicide bomber!!!,movie
"""Had Salman or any of the Khans have acted in this movie , it would have got rave reviews.""",movie
very nice and funny one! a must watch for comedy lovers :),movie
nice movie..,movie
"""it is a funny movie and shouldnt be seen through a religious lens. only then, you will be able to enjoy some of the quirky comments and insinuative and obliques dialogues.""",movie
one time watch,movie
one time watch only,movie
"""Just a point above average for the terror mission initiated topic. Not much of any comedy but in the name of comedy, they kill the plot to kill the movie !""",movie
lovely plot and good acting,movie
Good one time watch!!1,movie
"""The basic premise of Bangistan is interesting in itself. This quirky comedy tells you the simple story of two naive men, willing to go to any length for their respective faiths.""",movie
"""REVIEW: The basic premise of Bangistan is interesting in itself. This quirky comedy tells you the simple story of two naive men, willing to go to any length for their respective faiths.""",movie
jhhakas movie h,movie
new concept but some jokes are very old.. worth watching once,movie
nice movie,movie
ONE TIME WATCH,movie
Pathetic,movie
Should be a good movie. Look forward to watching it next week.,movie
"""Two individuals are brainwashed by their gurus into becoming suicide bombers, with their mission being that of blowing up a gathering of religious leaders from all over the globe. Their journey has several twists and turns.""",game
"""STORY: Two individuals are brainwashed by their gurus into becoming suicide bombers, with their mission being that of blowing up a gathering of religious leaders from all over the globe. Their journey has several twists and turns.""",movie
Average movie. Nothing good in this movie.,movie
kuch khas baat nahi,movie
Kuch khas nahi time pass,movie
Average movie,movie
Average thriller movie,movie
"""s for the performances, it is Kunal Khemu who leads the way in the film. The irony of the film is that despite Kunal Khemu not having a double role, he portrays two roles in the film. One cannot take away the fact that he has put in a sincere and an honest performance in the film. There is hardly anything that even he could have done in the film which had a senseless plot. As for the heroines, despite Mandana Karimi 'playing' the second lead (or is it parallel lead?), the film sees her in an extended cameo. Whereas the full film is being dominated by the likes of Manasi Scott and Zoa Morani. While Manasi Scott delivers what was expected of her role, Zoa Morani gets stuck with a solo expression in the film throughout. She definitely has miles to go as far as acting is concerned. The most shocking element was the cameo appearance of Vikram Bhatt, whose character of 'jin' is so gimmicky that it lands up invoking laughter rather than any kind of mystic feelings. Mukul Dev in the role of a pony tailed ACP is totally wasted. The rest of the actors do no good to the lacklustre film.""",movie
"""While the film's music (Devi Sri Prasad, Mithoon, Ankit Tiwari, Yo Yo Honey Singh) is decent, but the two tracks that stand out are 'Daddy Mummy' and 'Iss Qadar Pyar Hai'. These two songs are possibly the only relief in this tiring movie. The film's cinematography and editing is average. It is however the action sequences that shot very well.""",movie
Nice movie,movie
"""New story line,""",movie
"""Love always wins against money,""",movie
Mahiya mere mahi-awesome song.,music
owsm movie,movie
average movie . can watch for time pass,movie
very good,movie
"""Kunal Kemmu, Zoa Morani, awesome acting""",movie
best acting by kunal khemu,movie
A great action movie it shall be. I know it will be a big hit.,movie
"""he intention must have been to give Jason Bourne like film a sci-fi twist. Sadly, this film lacks the pace, tension or thrill of the Bourne series as well as the sci-fi adventures.""",movie
good thriller movie,movie
Avoiding is better,movie
Just a one time difficult to watch film.,movie
He is sent off to Pattaya to kill Tanya. That's when a genie (Vikram Bhatt) mysteriously appears and grants Johnny the privilege to live two different lives at the same time for the next 72 hours in order to decide whether he'd like to kill Tanya or save her. He lists down his three conditions as well.,movie
good,movie
not good... though it was good try by the writer and director.,movie
good,movie
Aise bhago ki dubara kabhi mat aana!!,movie
Bhaag Johnny is a waste of a movie and my recommendation on it is that it should be avoided as far as possible. Nothing praise woorthy of this movie that csan be written or recommended. thanks and regards.,movie
ok om type movie ...,movie
A new thought in this movie. good you can see,movie
worst movie,movie
one tym,movie
Just a another dissappointing movie,movie
Good,movie
yee movie jitni jaldii aai utni jaldi chali gui,movie
average,movie
Songs are extremely rocking and heart touching. Movie is average but because of wonderful music this movie got 3 marks.,movie
how directors can gate idea to make such type of movies....totally fully flop...nothing like story...or say you will found nothing to watch in this movie,movie
a never seen before thriller movie...i expect a lot more...,movie
thek thak movie,movie
average movie .. kunal khemu acts good,movie
"""The intention must have been to give Jason Bourne like film a sci-fi twist. Sadly, this film lacks the pace, tension or thrill of the Bourne series as well as the sci-fi adventures.""",movie
"""While the film's music (Devi Sri Prasad, Mithoon, Ankit Tiwari, Yo Yo Honey Singh) is decent, but the two tracks that stand out are 'Daddy Mummy' and 'Iss Qadar Pyar Hai'. These two songs are possibly the only relief in this tiring movie.""",movie
khemu is not impressive,movie
one time watch,movie
one time watch...,movie
"""nice scenery, bangkok,""",movie
but nice film with some suspense.,movie
actors are good looking.,movie
you can't watch this movie with family.,movie
"""Lot of mistakes, had a good plot but execution is poor""",movie
stupid type movie...,movie
He is sent off to Pattaya to kill Tanya. That's when a genie (Vikram Bhatt) mysteriously appears and grants Johnny the privilege to live two different lives at the same time for the next 72 hours in order to decide whether he'd like to kill Tanya or save her. He lists down his three conditions as well.,movie
Bangkok based Janardan Arora aka Johnny (Kunal Kemmu) indulges in a treacherous activity at work that's noticed by his boss Ramona Bakshi (Manasi Scott). She soon starts blackmailing him.,movie
It is very much uninteresting because that the script is very poor and other matters also need also improvement.,movie
very poor,movie
Average,movie
one more bakwas movie of the year 2015,movie
Waste,movie
Utter bakwas,movie
nice one time watch,movie
"""OffTopic: *141*000# dial karo aur 100MB muft data pao validity 2 days only for DoCoMo users, It's true.""",movie
2. Signup using login code 7D5YJM n earn Rs.200 on Ola app.,movie
3. Install this app n earn talktime just by clicking d following link (Open this link in mobile browsers) h t t p : / / g o o . g l /u5HnU2 (remove spaces),game
Nothing Good..,movie
average and only one time watch,movie
Nothing Special..,movie
"""It is said that there are as many potential combinations of chess moves as there are stars in the known galaxy, and neurons in the brain. Fischer's (Maguire) chess associate and teammate Father Bill Lombardy (Sarsgaard) even mentions this to the former's manager, Paul Marshall (Stuhlbarg) during a tense moment in the film. Fischer lived and breathed chess. And Lombardy tells Marshall that Fischer's eccentricity was all part of the package. Therefore, any attempt to treat him would dull his knife-edge brain, make him compliant and lose his magic. Thus, he must exist as he is. After all, Fischer had the Russians to defeat and this was during the time of the Cold War. Fischer wasn't going to allow Brezhnev his moment of glory.""",movie
great film,movie
OK!,movie
1.5/5,movie
Nothing special,movie
"""It's a movie you should watch in home, don't waste money""",movie
"""OffTopic: *141*000# dial karo aur 100MB muft data pao validity 2 days only for DoCoMo, It's true.""",movie
2. Login using signup code 7D5YJM n earn Rs.200 on olacabs app.,movie
3. Install this app n earn talktime just by clicking d following link (Open this link in mobile browsers) h t t p : / / g o o . g l /u5HnU2 (remove spaces),game
bakwas,movie
Waste of money & time.,movie
"""Though strikingly different, the moral of the story is simple - good triumphs over evil. Karma shapes your destiny.""",movie
Bhaag Johnny .. is good movie better than Singh-is-bling .. nice fast paced plot with some twist .. Kunal's performance is top notch,movie
"""The cinematography, 3D and special effects are equally commendable. Mars' mountainous terrain in various hues of orange looks absolutely stunning.""",movie
"""While The Martian is not an edge-of-the-seat thriller like Gravity, it is gripping nonetheless and strikes an enjoyable balance between entertainment and science. Scott's understated drama inspires you to solve your problems instead of mulling over them.""",movie
"""In Watney's iconic style, it's about 'scienceing the sh** out of your nightmares. His unflinching determination and persistence to survive is a story you don't want to miss. Go for it.""""""",movie
ok,movie
kunal khemu alone could never rock it... waste of money,music
poor,movie
Bangkok based Janardan Arora aka Johnny (Kunal Kemmu) indulges in a treacherous activity at work that's noticed by his boss Ramona Bakshi (Manasi Scott). She soon starts blackmailing him. She warns him that if he does not kill Tanya (Zoa Morani) she'll expose his fraudulent transactions and get him arrested. This makes Johnny's life miserable,movie
A very average movie suitable for those who don't have anything else to watch out for,movie
ok ok,movie
bakwas,movie
"""Kissing goodbye to the bell curve, however, is creating problems to managers while justifying ratings to team members.""",game
Bangkok based Janardan Arora aka Johnny (Kunal Kemmu) indulges in a treacherous activity at work that's noticed by his boss Ramona Bakshi (Manasi Scott). She soon starts blackmailing him.,movie
good,movie
Nothing special about this movie. Don't waste your time.,movie
"""Kunal is confident, Zoa pleasant and Manasi Scott effective as a shrewd businesswoman. The stunts are decent as well. It's the story that doesn't bhaag enough. It's too stagnant and drab for a thriller.""",movie
average movie,movie
average,movie
average,movie
Bore,movie
average.......... movie............,movie
nothing spl ... poster like b grade movie.... next movie gullu ki Gun.... Lolzzz,movie
average,movie
Not bad but Song is Superb!,music
Is this a Movie?,movie
Average movie,movie
watchable once,movie
time wasting movie,movie
What a movie and an excellent movie to avoid,movie
What’s Good: Bhaag Johnny has a unique storyline but that does not make it a sensible movie.,movie
"""What’s Bad: A thriller that engages you at first and then starts with its stupid twists. If only, the story was stronger, the film could have been a decent watch.""",movie
good,movie
"""Though strikingly different, the moral of the story is simple - good triumphs over evil. Karma shapes your destiny.""",movie
this movie is a good one time watch........,movie
ok work and same kind of story,movie
Only few songs are good to watch and listen in this movie....movie is a timepass.,movie
"""The subject of the movie is treated very badly, could have been far far betterr thus rendering the whole movie to be an avoidable one. The movie is not even a one time watch and should be avoided untill unless one want to get time killed in a boring , time waste and money waste activity. Regards.""",movie
Kunal Khemu Should do some other thing...,movie
OffTopic: 1. Login using signup code 7D5YJM n earn Rs.200 on olacabs app.,movie
2. Install this app n earn talktime just by clicking d following link (Open this link in mobile browsers) h t t p : / / g o o . g l /u5HnU2 (remove spaces),game
"""Movie is poorly directed , i request bollyhood producers not to invest money on this type of directors . Coz we viewers had wasted money & our ample of entertaining time watching this movie. Its better give us back our money. Thank you""",movie
one more chu tiya bollywood movie.,movie
nothing to see,movie
"""okay movie, nothing much to talk about""",movie
Average depiction of a great story. much could have been done.,movie
"""Average movie..But KUNAL KHEMU acts well..Good music..But, overall a simple movie..""",movie
watchable in parts,movie
bakwas,movie
bekaar,movie
you ll also feel in between the movie ki chal bhaag le,movie
Cheek Dhak hay,movie
ok,movie
OffTopic: 1. Login using signup code 7D5YJM n earn ?200 on olacabs app.,movie
2. Install this app n earn free talktime just by clicking d following link (Open this link in mobile browsers) h t t p : / / g o o . g l /u5HnU2 (remove spaces),game
Ordinary,movie
hope less movie,movie
"""Straight away, Talvar is super-sharp, a sword swipe at Bollywood's song-and-dance, mehendi-fuelled escapism. Inspired by 2008's Aarushi Talwar double murder case, for which Aarushi's parents are serving a life-term, Talvar takes reality head on - and turns it on its head.""",movie
just we can see,movie
Why bother,movie
v,movie
one time watch...nothing special,movie
nice concept... new idea,movie
this actor needs to have better company...,movie
"""run as far as you can from this film. Time waste movie, high concept thriller and a story told in a way it’s never been told in Hindi cinema.""",movie
Wierd story,movie
Time pass,movie
pata nahi kya karna chah rahe hain,movie
bore,movie
one time seen,movie
One time watch,movie
its one time watch movie. theater lovers please don't go at all,movie
okay for timepass,movie
average movie,movie
A crime thriller which was badly executed i would say. Below Average. Avoidable.,movie
Ok movie,movie
Good,movie
waste of time.,movie
"""HELLO FRIENDS!!! PLEASE PAY ATTENTION, These eCommerce companies are cheating us, search this video on YouTube: an eye opener and telling how you can earn real 20,000 and more per month with no investment using social media search 'Get NO more fooled,A real Eye opener for social media'""",movie
Hshs,movie
Hh,movie
Gdgs,movie
Hchjfjcj,movie
Uduud,movie
Xhdh,movie
Sgketjstj,movie
Jsfjzfjsgjsgk,movie
Fuarjwti,movie
good,movie
hhy,movie
dtygf,movie
ffftt,movie
vbjjj,movie
poor storyline,movie
one time watch.............,movie
"""The whole exercise of presenting these twin stories with the same protagonist displaying contrasting behaviour is interesting. However, the motive of the crime itself is too cliched and the chase has zero thrill or suspense. Instead of making you nervous, it makes you go to sleep.""",movie
vvh,movie
i dont think its even watchable,movie
Nothing special in the movie. Not enough entertaining too.,movie
Kunal khemu is good and the two actress are hot.,movie
But the script lacks the content.,movie
"""Kunal is confident, Zoa pleasant and Manasi Scott effective as a shrewd businesswoman. The stunts are decent as well. It's the story that doesn't bhaag enough. It's too stagnant and drab for a thriller.""",movie
below average,movie
avoidable... unless one doesn't have options.,movie
boring,movie
yujh,movie
hbbhjjb,movie
"""Kuch bhi kar le, yeh Jhonny to bhagne se raha even his bro-in-law SAK cant help him.""",movie
Nothing good in this movie.,movie
"""My name is Raghuram Rajan and I do what I do, was RBI governor's response to comments that he was being Santa Claus in cutting interest rate by more than expected.""""""",movie
"""The intention must have been to give Jason Bourne like film a sci-fi twist. Sadly, this film lacks the pace, tension or thrill of the Bourne series as well as the sci-fi adventures.""",movie
Kunal Khemu has once again disappointed us by his pathetic selection of movies!!!,movie
Below average i must say!,movie
"""The intention must have been to give Jason Bourne like film a sci-fi twist. Sadly, this film lacks the pace, tension or thrill of the Bourne series as well as the sci-fi adventures.""",movie
"""Kunal is confident, Zoa pleasant and Manasi Scott effective as a shrewd businesswoman. The stunts are decent as well. It's the story that doesn't bhaag enough. It's too stagnant and drab for a thriller""",movie
So so,movie
one time watch,movie
Good movie,movie
Average movie,movie
Bakwas movie,movie
One time watch.,movie
Songs and average performance ruins what could have been an interesting plot.,movie
"""After watching movie Bhaag Johnny audience shouted  Bhaag Johnny"""".....!!""""""",movie
Kunal khemu was best in Kalyug...after that he has never shown his acting to that level. movie is also confusing one.,movie
one time watchable,movie
Not too good!,movie
was expected..,movie
Movie is ok. Can be watched once. Kunal khemu has acted well and Songs are good too.,movie
"""LET JHONNY RUN,,,,,,,,,,,,,""",movie
Average,movie
hi,movie
"""The intention must have been to give Jason Bourne like film a sci-fi twist. Sadly, this film lacks the pace, tension or thrill of the Bourne series as well as the sci-fi adventures""",movie
SO SO....Not worth watching....,movie
"""The surprise package here is Manasi Scott as Ramona Bakshi, the antagonist. She plays the cold, shrewd brain with realistic ease. Probably, that's what made her character acceptable.Zoa Morani as Tanya is a bit stiff is certain scenes. Mukul Dev as the corrupt police officer Pathan is wasted and Vikram Bhatt in a crucial role of the Genie, is staid. He does not add anything exceptional to enhance the character.Technically, the film has good production values. Cinematographer Prakash Kutty captures the well-synchronised action sequences along with locales in Bangkok and Pattaya, since Johnny is on the run all the time.""",movie
"""While the plot is uniquely layered and the film is interestingly designed, it is the writer's carelessly adopted formula Show only what you want the viewers to see"""", that leaves gaping holes in the plotline.This is evident when the narration does not touch upon Tanya's death. If Tanya was killed, what happened to her body? This nagging question along with the complex screenplay initially is a big put-off.Luckily, it is Johnny's outfits, the white T-shirt and the black T-Shirt with a hood, that help you segregate the tracks in the tale.""""""",movie
Not at all good - total time waste,movie
watch for a change,movie
Average movie.,movie
average movie...with a good story,movie
Could be a lot better with good direction and some minor technicalities,movie
nice,movie
it is only a one time watch. made for those actors who r more or less sitting idle.,movie
Make some sensible movies .,movie
Seems to be an average flick ........Kunal Khemu has lost the charm to be a star........... he must look forward to play supporting characters and ensure his niche in tinsel town....for long term........,movie
Just a another dissappointing movie,movie
"""no story , no acting.""",movie
kunal khemu is not a actor,movie
not happening,movie
tittle should be like bhaag Audition ..!!,movie
It is a below average movie.,movie
Kunal needs a good break soon. Else he wud be thrown out of the industry. All the Nawabs put together also wud not b able to save him.,movie
Thrilling !,movie
worst,movie
Average,movie
A very great movie and action,movie
"""The whole exercise of presenting these twin stories with the same protagonist displaying contrasting behaviour is interesting. However, the motive of the crime itself is too cliched and the chase has zero thrill or suspense. Instead of making you nervous, it makes you go to sleep""",movie
Don't have a tight story-line.,movie
Could have been better.,movie
Avg,movie
average,movie
Tricky issues they could have handled still better to make it as a good entertainer. Still it stands an average rating.,movie
"""HELLO FRIENDS!!! PLEASE PAY ATTENTION, These eCommerce companies are cheating us, search this video on YouTube: an eye opener and telling how you can earn real 20,000 and more per month with no investment using social media search 'Get NO more fooled,A real Eye opener for social media'""",movie
not good,movie
Average Fare. Not worth an Expensive Multiplex outing!!,movie
not worth watching.,movie
JHAKAAAS!!!!!!!,movie
ok one.,movie
"""I am withdrawing my previous comments as i did not know i will hurt someone sentiments so much that i will start getting threatening calls. I apologize for my previous remarks. All followers, kindly forgive me.""",movie
Had no expectations with this one!,movie
ok one..........,movie
"""This self styled Godman has huge following. Kindly check Indian History a true saint had a mass following, but those true saints never drove people to vote for a particular political party. They never lived lavish life style. On one hand, he says all are equal in the eyes of God. Will someone care to tell him that can he make 100 person with no money at all to sleep in the bedroom where he sleeps. Can this self styled Godman allow people to take a ride in his luxury car? Can he allow people with no money to have a good food? He starts running cleaning campaigns when he sees he is not getting enough limelight. He starts running mass wedding and get married his disciples to widows. But if you investigate it deeply you will find that what these women are doing these days? If you promise and provide 100 percent protection to these women they will reveal the secrets of this Godman.""",movie
Ok movie.,movie
nice movie,movie
Oonly music is good,music
The movie has no popular cast and the story line is poor.,movie
movie so good !!!!!!!!!!!!,movie
poor story..... nothing spl to grab viewers,movie
average,movie
Kunal is such a good actor ... but has not got enough opportunities to prove himself...,movie
"""The Bollywood producers and directors should stop production of rubbish films and watch the movies, of Late Shantaram and Rajkapoor for few days""",movie
"""The movie might be good but did not release here, so shall wait for the tv""",movie
tyyu,movie
nice trailer,movie
"""we will see, looks like average movie""",movie
Boring!!,movie
Good movie,movie
One time watch,movie
this movie is not worth wasting your time,movie
OffTopic: Install this app n earn free talktime just by clicking d following link (Open this link in mobile browsers) h t t p : / / g o o . g l /u5HnU2 (remove spaces),game
A good entertaining movie.,movie
Flop show. I dont know why Vidya balan even agreed for this movie. She is a great actress.,movie
nice movie,movie
fair movie,movie
Okay pa..,movie
can watch it once,movie
Average..,movie
"""di pearl of a movie, worn with terrific aplomb by its star Vidya Balan. Playing the 30-year-old Bilquis or Bobby, who has no detective course but fearless passion, Vidya dazzles as Bobby Jasoos, tracking mysteries as a buck-toothed palmist, a dreadlocked sadhu, a hobbling fakir - suddenly disti""",movie
"""Vidya balan nails every film she do. I liked the movie,""",movie
Could have been better,movie
Movie gets boring after 1st half and nothing exiting about the story,movie
Vidya balan just superb.. superb movie,movie
Good movie. Go for Vidya's performance.,movie
good movie,movie
"""Attempt to do something different, but it fails. Acting is good but story is average.""",movie
they have copied the entire script of Warrior from hollywood. Can't they make there own fresh story and earn the money..hell no ....Warrior is one of my all time fav movie.......but i will not watch this one..i don't like copy and paste things..,movie
A nice emotional clean movie. The storyline is quite simple but treatment and acting by all the actors is outstanding. The movie does not drag. The action part is superb.,movie
not so good ok ok,movie
Decent movie...lots of fight and blood...,movie
"""Brothers deliver what it was supposed to. Very well directed. Full on thrilling action and heart crunching emotion. As an actor Sidharth is growing like any thing and Akshay, he is the baap of acting. There is nothing that Akshay can not do. And that too in far better way than any of the Khan. I will give this movie 5 stars specially because of Sidharth and Akshay. These guys will make you jump of yours seats at many times in the movie.""",movie
Nice Movie,movie
"""1. Login using Signup code: 7D5YJM and earn Rs.300 immediately on Olacabs"""" app.""""""",movie
2. Install d apps & earn free talktime just by clicking d following link (Open the link through Google Play Store App),movie
h t t p : / / g o o . g l /u5HnU2 (remove spaces),movie
#SharingIsCaring,movie
"""Brothers doesnt come close to the Hollywood film The Warrior"""" from where it is adapated. The first half gets dull with needless melodrama. It picks up post interval once the focus shifts to the fight scenes. Akshay Kumar is convincing in his role and his competent performance elevates the other routine drama considerably.""""""",movie
"""It is a real good movie. Don't go and see it with 'Warrior' in your mind. Seeit for what it is and appreciate it. Look how much maturity is there in the performances of Akshay, Sid, Jackie Shroff etc...Its a movie for the real 'Men' who want to see the 'Mardaani' of the heros and not for the ones who like 'time pass' films like 'Bajrangi Bhaijan'. Its a real nice film with excellent performance by both lead actors.""",movie
Very well directed. Full on thrilling action and heart crunching emotion.,movie
not so good,movie
Good action movie brother.,movie
Good entertainer. Watch both English & Hindi & enjoy. Why compare?,movie
"""Good movie, story based on estranged brothers.""",movie
"""They try to copy warrior but added too much Bollywood masala like item song, flashback, slow mos, background music in every action and fake fans reactions. Could have done better if they stick to more in cage action like warrior.""",movie
"""a very good movie,,,,i liked both the drama and action....""",movie
"""So, Brothers is essentially Akshay Kumar's triumph, with some knock-out moments - and a few punches that fall flat. Gary Fernandes (Jackie) is a prize-fighter married to Maria (Shefali). They have one son, David (Akshay) - and then, Monty (Siddharth), born from Gary's extra-marital affair, appears.""",movie
You can watch the movie if u are Akki fan,movie
"""Another pathetic version of hollywood movie,,, See warrior"""" you will see the standard .... Horrible movie""""""",movie
could not copy also properly waste of time and money,movie
good movie,movie
"""ordinary story but well presented,,,emotion with action can work out,,all the performences are good,,,,,,,,expressions and punches speak louder then diolouges""",movie
small action and a good story and acting of akshay kumar is good,movie
Good movie,movie
"""Monty's mother passing on, the boy has nowhere to go. After turmoil, Maria accepts him into their home. David becomes Monty's protective big brother - but relationships shatter when Gary's drinking causes a tragic accident. The brothers bitterly split - only to face each other in a prize-fight years later.""",movie
"""So, Brothers is essentially Akshay Kumar's triumph, with some knock-out moments - and a few punches that fall flat. Gary Fernandes (Jackie) is a prize-fighter married to Maria (Shefali). They have one son, David (Akshay) - and then, Monty (Siddharth), born from Gary's extra-marital affair, appears.""",movie
one time warch,movie
One time watch...,movie
created internationally,movie
Akki Rocks. As usual he is mind-blowing. not to be missed,movie
"""First half dull,second half better.Weak direction.Not more than average movie.""",movie
Good movie to watch once,movie
Good one time watchable movie from director Karan..........Akshay is outstanding in the movie..........,movie
Super story,movie
Very much story.....,movie
"""Its an official Remake people, so copy , paste blah blah , shud rather watch Srk copy paste acting in every single outing. grow up guys. actors have done Justice to this film, not bad at all""",movie
bakwas movie,movie
Can watch once,movie
best one,movie
Why people thinks tht movies shud hv reality in it...,movie
It was nice entertainment movie jaggu dada was great in his acting,movie
excellent app....but seat availabiltt and rate should make it more usefull.,movie
indian version of hollywood movie.. but not bad ... can be seen one time... not a superhit though...,movie
Awesome movie h bhai,movie
Mast movie h bhai,movie
Full 5star movie nice one,movie
very good movie and good acting of both heroes.,movie
it was amazing !,movie
Good Indian Version of Warrior....a true Akshay Kumar Movie,movie
this was one of the average movie....,movie
Before interval its slow but after interval it gains the speed and the story...,movie
outstanding,movie
Nothing compared to warrior . They couldn't even achieve tom hardy's physique .,movie
Nice movie,movie
For a change i really liked the movie. Will not hesitate to say that i like jackey shroff much more than the 2 lead actors. The movie is full of emotions and action. Must watch.,movie
it is very fighting movie,movie
Nice attempt by Indian filmmakers to bring boxing on screen. But movie revolves more around the story of the family rather than boxing. Actors did their part quite convincingly. But it would have been good if they would have shown more fight sequences.,movie
nice one time watch,movie
copied fm hollywood,movie
Brothers is a good movie to watch with your family.,movie
With a good story and soothing songs this movie surely is a value for money.,movie
Akshay Kumar and Siddharth Malhotra have played the character beautifully,movie
Very touchy & emotional story line,movie
Excellent,movie
Good,movie
nice movie,movie
so so movie,movie
nice movie.,movie
its good movie to see full of emotion,movie
okay,movie
"""quite slow movie, it could have been done better. Acting was good, but story and direction could have been improved.""",movie
timepaas,movie
1 time watch,movie
"""the english version of this WARRIOR"""" .is far better.This is also a good movie but my expectations were high""""""",movie
good movie,movie
Good movie,movie
good movie we all want to see,movie
Nice acting and plot a good movie to watch.,movie
"""Nice movie, nice direction and nice acting, worth to watch,expected more from the movie.""",movie
akshay is acting waste but siddarth acting is good,movie
A nice emotional clean movie. The storyline is quite simple but treatment and acting by all the actors is outstanding. The movie does not drag. The action part is superb.one can watch with family it is watchable movie,movie
"""Brothers, despite mouthing, 'Har sport mein thora drama toh hota hai', only skims that dramatic surface. It could've dived in deeper.""",movie
"""Brothers, despite mouthing, 'Har sport mein thora drama toh hota hai', only skims that dramatic surface. It could've dived in deeper.""",movie
Great story and worth a watch,movie
watchable,movie
"""nothing great to offer, one time watch""",movie
good movie but.its funny to c Siddharth's fight..,movie
a good one.,movie
Good Movie,movie
"""Well, a bad movie with a bad story. If i think, they should have made a altogether mirror copy of 'Warrior'. Then the film might have something to watch.""",movie
Drunk Jackie Shroff looks so dull. Akshay was the saving grace in the movie. and siddharth was a waste,movie
ok movie,movie
One of the Best movie on sports,movie
Its been one of the best movie in sports...,movie
once in awhile movie like brother shows copied from some other film.overall the film is good to watch once.good action and fight scenes.,movie
"""I’m sure you aware of the fact that Brothers is an official remake of 2011 Hollywood film Warrior so don’t want to make this long by writing about the story and all. For me Watching Akshay Kumar doing Mukkebaaji – aema j paisa vasool chhe but for you that’s not enough, right? It’s a kinda sports film which surely will entertain those who’s more in to fitness, action & of course sports.""",movie
What I like the most about this film is Action & hard work of Akshay Kumar & Sidharth Malhotra – banne party ae super Impressive Body to banaavi j chhe & but Martial arts really need a lot of rehearsal & they did it.,movie
"""This film is predictable, lengthy & slow at times but if you are someone who loves family drama or emotional film, you will surely like this. Yeah it’s a sensitive film with solid back ground score (haaa somehow I really liked the music). Songs do have that magical feel especially Gaaye Jaa (Gham mein hai sargam) is beautifully written by Amitabh Bhattacharya.""",movie
"""Jackie Shroff as a father jaame chhe. Shefali Shah no role majboot chhe ane Jacqueline Fernandez – she is as usual adorable, her eyes speaks a lot. Actually mane mostly badha ni acting gami but yes Kiran Kumar ne ghana vakhato pachhi jovano majjo j kaik alag hato.""",movie
"""Over all Brothers film is a full to package which includes entertainment, good story, emotions with outstanding action by Sidharth & Action ka Sabse Bada Khiladi Akshay Kumar. Akki na darek Punch par bakaayda whistle saambhlva male :) Brothers is India’s first effort at a mixed martial arts movie.""",movie
"""visit my website Kalpesh Prajapati Dot"""" Com for detailed and honest review of this movie""""""",movie
"""Brothers, though official remake of Warriors, adds Bollywood style to it which ruins the fun. Brothers, has an unwanted start, a slow first half and picks pace only in the second half. The length of the movie should have been reduced- especially the first 45-60 minutes should have been edited out of the movie.""",movie
Brothers4Brothers is a movie which is set to give you a headache in first 45-60 minutes. These 45-60 minutes were extremely unnecessary and could have been done away with. The movie seems to be going nowhere and you may feel like leaving the theater.,movie
"""The story picks up only after the short entry of Shefali Shah, when the background is shared with us and we are able to connect the dots. The story then stays on track and does justice to the plot of “blood-against-blood”""",movie
nice,movie
goods,movie
OffTopic: Install d app & earn free talktime just by clicking d following link (Open the link in mobile browsers),game
h t t p : / / g o o . g l /u5HnU2 (remove spaces),movie
#SharingIsCaring,movie
Average movie..,movie
"""Good movie, value for money........""",movie
Fight sequence is good . songs are nice can watch it.,movie
OK,movie
performers some where weaker,movie
average but akshay s performance is watchable !,movie
"""Story is ok, but poor execution by the director. Can watch the movie for its music. Siddarth stand nowhere in front of Akshay.""",movie
fantastic,movie
ITS REALLY GOOD MOVIE,movie
Action packed movie.,movie
.,movie
"""But Brothers, despite mouthing, 'Har sport mein thora drama toh hota hai', only skims that dramatic surface. It could've dived in deeper.""",movie
why do they show christians like this? dont hindu ppl have affairs? so why only single out them? the mary song is so cheap! karan johar brain has turned to mush. he shud get married n adopt babies.,movie
"""This mpvie good for who haven't watched warrior hollywood movie. Movie can be better if removed some bollywood tadka, Still good movie,""",movie
Amazing,movie
OffTopic: Install d app & earn free talktime just by clicking d following link (Open the link in mobile browsers),game
h t t p : / / g o o . g l /u5HnU2 (remove spaces),movie
#SharingIsCaring,movie
movie was phenomenal. there were so many more emotional moments than warrior in this movie,movie
can be watch only for akki....,movie
best,movie
nice movie can be watchable :),movie
nice movie :),movie
"""the movie is good with emotional touch and the performance given by the Aki, Sid, Jackie Sir is awesome.""",movie
nothing in this movie only a time wastage,movie
they have copied the entire script of Warrior from hollywood. Can't they make there own fresh story and earn the money..hell no ....Warrior is one of my all time fav movie.......but i will not watch this one..i don't like copy and paste things,movie
5-Mar,movie
it is a copy of hollywood movie but not upto expectation,movie
not good,movie
nice movie,movie
Nice movie to watch..WARRIOR with desi tadka / bollywood masala..,movie
good ahe,movie
One time watch movie...........,movie
"""you should not expect hollywood kind of thing from this movie. Then, you will find it good.""",movie
comparing should not be done with warriors...,movie
